date,pm25,no2
2021-02-16,34,19
2021-02-17,23,13
2021-02-18,26,16
2021-02-19,28,20
2021-02-20,36,18
2021-02-21,36,16
2021-02-22,32,24
2021-02-23,47,16
2021-02-24,42,14
2021-02-25,29,9
2021-02-26,25,15
2021-02-27,31,14
2021-02-28,36,14
2021-03-01,37,15
2021-03-02,30,8
2021-03-03,25,15
2021-03-04,35,13
2021-03-05,27,10
2021-03-06,20,9
2021-03-07,28,10
2021-03-08,29,18
2021-03-09,32,16
2021-03-10,37,18
2021-03-11,37,16
2021-03-12,55,13
2021-03-13,37,7
2021-03-14,22,7
2021-03-15,21,12
2021-03-16,26,18
2021-03-17,33,14
2021-03-18,38,16
2021-03-19,54,9
2021-03-20,25,19
2021-03-21,28,20
2021-03-22,38,20
2021-03-23,41,22
2021-03-24,37,22
2021-03-25,41,25
2021-03-26,48,8
2021-03-27,35,6
2021-03-28,23,10
2021-03-29,20,15
2021-03-30,27,9
2021-03-31,32,11
2021-04-01,21,10
2021-04-02,25,16
2021-04-03,24,16
2021-04-04,27,13
2021-04-05,26,11
2021-04-06,18,16
2021-04-07,21,10
2021-04-08,17,14
2021-04-09,27,8
2021-04-10,32,4
2021-04-11,36,7
2021-04-12,22,12
2021-04-13,30,5
2021-04-14,28,8
2021-04-15,30,12
2021-04-16,21,12
2021-04-17,17,11
2021-04-18,27,17
2021-04-19,39,15
2021-04-20,40,13
2021-04-21,36,8
2021-04-22,18,9
2021-04-23,22,11
2021-04-24,39,10
2021-04-25,41,9
2021-04-26,19,14
2021-04-27,24,16
2021-04-28,41,16
2021-04-29,39,9
2021-04-30,19,6
2021-05-01,18,8
2021-05-02,30,9
2021-05-03,27,9
2021-05-04,28,9
2021-05-05,24,10
2021-05-06,17,9
2021-05-07,20,6
2021-05-08,22,5
2021-05-09,28,10
2021-05-10,29,8
2021-05-11,21,9
2021-05-12,19,15
2021-05-13,26,14
2021-05-14,39,10
2021-05-15,46,9
2021-05-16,40,15
2021-05-17,43,16
2021-05-18,40,11
2021-05-19,34,7
2021-05-20,33,11
2021-05-21,36,9
2021-05-22,46,6
2021-05-23,40,4
2021-05-24,23,7
2021-05-25,29,4
2021-05-26,41,8
2021-05-27,36,4
2021-05-28,20,3
2021-05-29,23,3
2021-05-30,25,7
2021-05-31,26,7
2021-06-01,21,11
2021-06-02,34,9
2021-06-03,30,9
2021-06-04,32,8
2021-06-05,48,7
2021-06-06,54,12
2021-06-07,63,11
2021-06-08,54,11
2021-06-09,46,15
2021-06-10,23,7
2021-06-11,34,9
2021-06-12,35,5
2021-06-13,37,13
2021-06-14,22,15
2021-06-15,28,12
2021-06-16,39,12
2021-06-17,31,11
2021-06-18,38,7
2021-06-19,45,5
2021-06-20,37,10
2021-06-21,57,10
2021-06-22,25,7
2021-06-23,30,8
2021-06-24,32,9
2021-06-25,13,1
2021-06-26,15,2
2021-06-27,26,6
2021-06-28,43,8
2021-06-29,50,10
2021-06-30,40,10
2021-07-01,36,4
2021-07-02,19,3
2021-07-03,20,4
2021-07-04,27,6
2021-07-05,29,8
2021-07-06,50,12
2021-07-07,61,5
2021-07-08,38,9
2021-07-09,24,6
2021-07-10,32,8
2021-07-11,47,8
2021-07-12,31,5
2021-07-13,20,12
2021-07-14,47,12
2021-07-15,34,11
2021-07-16,55,5
2021-07-17,35,6
2021-07-18,32,9
2021-07-19,24,10
2021-07-20,94,11
2021-07-21,66,8
2021-07-22,30,10
2021-07-23,41,9
2021-07-24,34,5
2021-07-25,40,11
2021-07-26,104,12
2021-07-27,82,5
2021-07-28,44,7
2021-07-29,32,10
2021-07-30,18,5
2021-07-31,20,7
2021-08-01,28,10
2021-08-02,32,10
2021-08-03,31,10
2021-08-04,37,9
2021-08-05,14,10
2021-08-06,45,8
2021-08-07,54,9
2021-08-08,57,6
2021-08-09,53,8
2021-08-10,23,7
2021-08-11,47,9
2021-08-12,46,14
2021-08-13,38,7
2021-08-14,37,7
2021-08-15,29,8
2021-08-16,24,9
2021-08-17,36,9
2021-08-18,27,6
2021-08-19,26,9
2021-08-20,25,11
2021-08-21,26,4
2021-08-22,16,9
2021-08-23,16,10
2021-08-24,23,12
2021-08-25,59,12
2021-08-26,60,14
2021-08-27,51,2
2021-08-28,15,5
2021-08-29,19,9
2021-08-30,30,11
2021-08-31,36,14
2021-09-01,31,9
2021-09-02,21,8
2021-09-03,20,5
2021-09-04,19,6
2021-09-05,28,5
2021-09-06,28,10
2021-09-07,25,10
2021-09-08,30,12
2021-09-09,33,10
2021-09-10,25,8
2021-09-11,28,6
2021-09-12,40,11
2021-09-13,37,11
2021-09-14,23,4
2021-09-15,44,9
2021-09-16,23,6
2021-09-17,22,9
2021-09-18,24,5
2021-09-19,27,7
2021-09-20,24,9
2021-09-21,28,8
2021-09-22,23,9
2021-09-23,19,5
2021-09-24,19,6
2021-09-25,24,5
2021-09-26,24,7
2021-09-27,30,11
2021-09-28,38,6
2021-09-29,22,6
2021-09-30,18,8
2021-10-01,26,7
2021-10-02,29,8
2021-10-03,26,5
2021-10-04,20,8
2021-10-05,13,15
2021-10-06,17,15
2021-10-07,18,8
2021-10-08,29,1
2021-10-09,26,2
2021-10-10,16,7
2021-10-11,16,15
2021-10-12,28,12
2021-10-13,35,13
2021-10-14,35,10
2021-10-15,40,3
2021-10-16,23,3
2021-10-17,12,6
2021-10-18,17,6
2021-10-19,18,14
2021-10-20,36,13
2021-10-21,36,8
2021-10-22,35,6
2021-10-23,15,8
2021-10-24,24,9
2021-10-25,20,4
2021-10-26,14,2
2021-10-27,18,10
2021-10-28,29,9
2021-10-29,33,3
2021-10-30,17,4
2021-11-01,16,8
2021-11-02,19,13
2021-11-03,22,10
2021-11-04,20,14
2021-11-05,22,17
2021-11-06,30,19
2021-11-07,41,21
2021-11-08,48,25
2021-11-09,56,26
2021-11-10,55,15
2021-11-11,42,15
2021-11-12,26,5
2021-11-13,26,9
2021-11-14,22,7
2021-11-15,22,8
2021-11-16,24,7
2021-11-17,13,16
2021-11-18,24,9
2021-11-19,54,8
2021-11-20,14,12
2021-11-21,16,14
2021-11-22,26,8
2021-11-23,24,9
2021-11-24,11,11
2021-11-25,14,14
2021-11-26,28,10
2021-11-27,32,3
2021-11-28,9,7
2021-11-29,22,17
2021-11-30,34,14
2021-12-01,24,18
2021-12-02,45,19
2021-12-03,47,9
2021-12-04,13,15
2021-12-05,30,13
2021-12-06,26,9
2021-12-07,42,13
2021-12-08,14,16
2021-12-09,25,14
2021-12-10,33,22
2021-12-11,43,14
2021-12-12,62,5
2021-12-13,15,13
2021-12-14,20,15
2021-12-15,20,46
2021-12-16,24,18
2021-12-17,35,9
2021-12-18,28,13
2021-12-19,23,39
2021-12-20,18,28
2021-12-21,27,32
2021-12-22,44,18
2021-12-23,47,9
2021-12-24,14,17
2021-12-25,32,18
2021-12-26,64,9
2021-12-27,26,13
2021-12-28,27,15
2021-12-29,40,15
2021-12-30,42,23
2021-12-31,52,18
2022-01-01,66,15
2022-01-02,56,9
2022-01-03,26,11
2022-01-04,18,16
2022-01-05,22,18
2022-01-06,31,13
2022-01-07,48,14
2022-01-08,45,17
2022-01-09,49,11
2022-01-10,36,9
2022-01-11,23,11
2022-01-12,53,19
2022-01-13,50,27
2022-01-14,62,17
2022-01-15,51,7
2022-01-16,26,19
2022-01-17,31,5
2022-01-18,37,10
2022-01-19,19,14
2022-01-20,29,16
2022-01-21,45,16
2022-01-22,30,19
2022-01-23,44,17
2022-01-24,67,18
2022-01-25,60,19
2022-01-26,70,15
2022-01-27,29,23
2022-01-28,40,21
2022-01-29,60,8
2022-01-30,36,14
2022-01-31,30,33
2022-02-01,50,38
2022-02-02,55,34
2022-02-03,68,24
2022-02-04,57,15
2022-02-05,26,9
2022-02-06,32,13
2022-02-07,39,39
2022-02-08,51,17
2022-02-09,34,11
2022-02-10,35,23
2022-02-11,40,24
2022-02-12,34,8
2022-02-13,32,9
2022-02-14,33,13
2022-02-15,41,19
2022-02-16,46,21
2022-02-17,40,8
2022-02-18,31,6
2022-02-19,16,10
2022-02-20,29,8
2022-02-21,29,14
2022-02-22,39,25
2022-02-23,56,8
2022-02-24,31,14
2022-02-25,21,13
2022-02-26,27,18
2022-02-27,39,12
2022-02-28,45,14
2022-03-01,44,24
2022-03-02,43,17
2022-03-03,41,13
2022-03-04,33,13
2022-03-05,24,12
2022-03-06,35,9
2022-03-07,53,11
2022-03-08,48,9
2022-03-09,11,24
2022-03-10,28,19
2022-03-11,50,18
2022-03-12,58,13
2022-03-13,29,6
2022-03-14,29,15
2022-03-15,41,13
2022-03-16,42,14
2022-03-17,49,26
2022-03-18,55,20
2022-03-19,59,16
2022-03-20,46,6
2022-03-21,19,8
2022-03-22,13,8
2022-03-23,13,9
2022-03-24,14,7
2022-03-25,14,12
2022-03-26,16,7
2022-03-27,12,6
2022-03-28,14,7
2022-03-29,14,11
2022-03-30,15,10
2022-03-31,44,10
2022-04-01,21,8
2022-04-02,14,12
2022-04-03,27,11
2022-04-04,20,15
2022-04-05,22,12
2022-04-06,29,11
2022-04-07,35,12
2022-04-08,23,12
2022-04-09,28,7
2022-04-10,15,9
2022-04-11,12,14
2022-04-12,26,16
2022-04-13,26,8
2022-04-14,32,12
2022-04-15,23,5
2022-04-16,24,6
2022-04-17,11,6
2022-04-18,15,4
2022-04-19,24,7
2022-04-20,13,7
2022-04-21,20,9
2022-04-22,19,13
2022-04-23,21,5
2022-04-24,20,12
2022-04-25,28,12
2022-04-26,30,9
2022-04-27,18,7
2022-04-28,13,9
2022-04-29,16,8
2022-04-30,18,9
2022-05-01,24,8
2022-05-02,28,6
2022-05-03,17,13
2022-05-04,29,12
2022-05-05,22,12
2022-05-06,26,3
2022-05-07,31,3
2022-05-08,23,5
2022-05-09,29,6
2022-05-10,31,7
2022-05-11,36,12
2022-05-12,21,11
2022-05-13,32,3
2022-05-14,20,2
2022-05-15,16,5
2022-05-16,29,4
2022-05-17,20,10
2022-05-18,25,14
2022-05-19,27,8
2022-05-20,30,20
2022-05-21,46,7
2022-05-22,52,6
2022-05-23,19,3
2022-05-24,19,6
2022-05-25,19,7
2022-05-26,20,4
2022-05-27,25,3
2022-05-28,22,4
2022-05-29,20,4
2022-05-30,35,5
2022-05-31,36,7
2022-06-01,22,8
2022-06-02,21,8
2022-06-03,22,4
2022-06-04,23,5
2022-06-05,15,12
2022-06-06,26,7
2022-06-07,22,8
2022-06-08,23,12
2022-06-09,30,7
2022-06-10,20,6
2022-06-11,21,3
2022-06-12,33,9
2022-06-13,28,9
2022-06-14,24,5
2022-06-15,17,7
2022-06-16,23,6
2022-06-17,31,2
2022-06-18,12,4
2022-06-19,20,8
2022-06-20,24,9
2022-06-21,26,3
2022-06-22,26,7
2022-06-23,30,11
2022-06-24,31,8
2022-06-25,40,5
2022-06-26,53,6
2022-06-27,25,9
2022-06-28,24,11
2022-06-29,26,10
2022-06-30,26,9
2022-07-01,45,4
2022-07-02,30,5
2022-07-03,29,6
2022-07-04,35,11
2022-07-05,41,6
2022-07-06,24,9
2022-07-07,29,8
2022-07-08,27,7
2022-07-09,31,4
2022-07-10,22,7
2022-07-11,30,6
2022-07-12,30,7
2022-07-13,32,14
2022-07-14,41,9
2022-07-15,32,5
2022-07-16,31,4
2022-07-17,41,7
2022-07-18,35,5
2022-07-19,30,11
2022-07-20,49,6
2022-07-21,52,8
2022-07-22,46,7
2022-07-23,45,4
2022-07-24,48,5
2022-07-25,47,9
2022-07-26,20,13
2022-07-27,23,10
2022-07-28,37,8
2022-07-29,35,6
2022-07-30,24,5
2022-07-31,22,8
2022-08-01,22,8
2022-08-02,33,7
2022-08-03,26,9
2022-08-04,38,10
2022-08-05,38,6
2022-08-06,37,3
2022-08-07,25,5
2022-08-08,28,7
2022-08-09,32,4
2022-08-10,23,7
2022-08-11,30,9
2022-08-12,24,4
2022-08-13,21,7
2022-08-14,22,9
2022-08-15,26,7
2022-08-16,25,6
2022-08-17,34,6
2022-08-18,27,10
2022-08-19,38,10
2022-08-20,50,5
2022-08-21,37,6
2022-08-22,31,8
2022-08-23,16,15
2022-08-24,24,11
2022-08-25,33,13
2022-08-26,39,5
2022-08-27,33,2
2022-08-28,25,6
2022-08-29,33,5
2022-08-30,30,8
2022-08-31,21,8
2022-09-01,23,5
2022-09-02,15,6
2022-09-03,20,4
2022-09-04,20,8
2022-09-05,21,9
2022-09-06,20,5
2022-09-07,19,8
2022-09-08,19,15
2022-09-09,30,10
2022-09-10,41,9
2022-09-11,41,11
2022-09-12,20,7
2022-09-13,20,7
2022-09-14,26,9
2022-09-15,21,10
2022-09-16,15,5
2022-09-17,18,4
2022-09-18,36,8
2022-09-19,35,7
2022-09-20,19,9
2022-09-21,21,10
2022-09-22,23,6
2022-09-23,9,7
2022-09-24,15,6
2022-09-25,25,7
2022-09-26,25,10
2022-09-27,25,8
2022-09-28,17,8
2022-09-29,20,10
2022-09-30,23,14
2022-10-01,28,6
2022-10-02,21,8
2022-10-03,19,5
2022-10-04,23,6
2022-10-05,17,12
2022-10-06,26,12
2022-10-07,31,5
2022-10-08,15,7
2022-10-09,24,16
2022-10-10,37,16
2022-10-11,37,13
2022-10-12,43,9
2022-10-13,32,9
2022-10-14,17,12
2022-10-15,32,13
2022-10-16,52,17
2022-10-17,49,14
2022-10-18,37,10
2022-10-19,23,12
2022-10-20,23,16
2022-10-21,32,15
2022-10-22,41,20
2022-10-23,47,14
2022-10-24,28,15
2022-10-25,24,15
2022-10-26,20,8
2022-10-27,23,13
2022-10-28,18,16
2022-10-29,32,18
2022-10-31,39,14
2022-11-01,28,12
2022-11-02,33,20
2022-11-03,42,18
2022-11-04,41,9
2022-11-05,27,6
2022-11-06,25,2
2022-11-07,28,7
2022-11-08,22,10
2022-11-09,18,13
2022-11-10,20,10
2022-11-11,26,6
2022-11-12,23,3
2022-11-13,22,7
2022-11-14,30,11
2022-11-15,11,18
2022-11-16,21,10
2022-11-17,20,9
2022-11-18,24,12
2022-11-19,27,12
2022-11-20,45,8
2022-11-21,33,12
2022-11-22,17,19
2022-11-23,41,16
2022-11-24,54,14
2022-11-25,34,11
2022-11-26,34,7
2022-11-27,14,11
2022-11-28,28,8
2022-11-29,11,13
2022-11-30,20,12
2022-12-01,22,7
2022-12-02,17,16
2022-12-03,25,9
2022-12-04,26,9
2022-12-05,22,21
2022-12-06,36,18
2022-12-07,29,10
2022-12-08,24,9
2022-12-09,15,13
2022-12-10,17,7
2022-12-11,22,7
2022-12-12,29,15
2022-12-13,29,15
2022-12-14,24,12
2022-12-15,34,11
2022-12-16,19,6
2022-12-17,29,7
2022-12-18,12,7
2022-12-19,25,9
2022-12-20,21,10
2022-12-21,18,22
2022-12-22,31,17
2022-12-23,39,4
2022-12-24,39,7
2022-12-25,36,9
2022-12-26,38,15
2022-12-27,33,19
2022-12-28,42,24
2022-12-29,58,25
2022-12-30,62,22
2022-12-31,68,12
2023-01-01,46,4
2023-01-02,16,17
2023-01-03,38,23
2023-01-04,53,17
2023-01-05,49,9
2023-01-06,16,17
2023-01-07,35,11
2023-01-08,31,12
2023-01-09,24,17
2023-01-10,43,14
2023-01-11,28,16
2023-01-12,31,19
2023-01-13,37,9
2023-01-14,26,10
2023-01-15,25,4
2023-01-16,12,14
2023-01-17,25,18
2023-01-18,33,12
2023-01-19,27,16
2023-01-20,28,16
2023-01-21,24,13
2023-01-22,27,8
2023-01-23,33,11
2023-01-24,27,13
2023-01-25,32,17
2023-01-26,35,9
2023-01-27,17,15
2023-01-28,22,15
2023-01-29,38,17
2023-01-30,38,19
2023-01-31,44,14
2023-02-01,30,14
2023-02-02,22,17
2023-02-03,39,9
2023-02-04,28,8
2023-02-05,23,13
2023-02-06,32,19
2023-02-07,48,8
2023-02-08,29,15
2023-02-09,48,24
2023-02-10,46,14
2023-02-11,36,11
2023-02-12,17,17
2023-02-13,33,16
2023-02-14,38,19
2023-02-15,35,18
2023-02-16,36,21
2023-02-17,40,14
2023-02-18,40,10
2023-02-19,20,13
2023-02-20,39,12
2023-02-21,35,10
2023-02-22,27,14
2023-02-23,28,15
2023-02-24,29,13
2023-02-25,35,13
2023-02-26,27,18
2023-02-27,66,11
2023-02-28,44,10
2023-03-01,27,14
2023-03-02,29,13
2023-03-03,29,11
2023-03-04,20,5
2023-03-05,17,12
2023-03-06,23,12
2023-03-07,16,10
2023-03-08,17,5
2023-03-09,16,5
2023-03-10,19,16
2023-03-11,30,7
2023-03-12,26,9
2023-03-13,24,14
2023-03-14,36,7
2023-03-15,34,8
2023-03-16,17,14
2023-03-17,23,18
2023-03-18,48,11
2023-03-19,41,6
2023-03-20,18,10
2023-03-21,26,20
2023-03-22,48,13
2023-03-23,46,14
2023-03-24,43,11
2023-03-25,26,7
2023-03-26,26,18
2023-03-27,27,16
2023-03-28,28,16
2023-03-29,33,10
2023-03-30,20,14
2023-03-31,28,16
2023-04-01,52,6
2023-04-02,16,16
2023-04-03,24,18
2023-04-04,41,7
2023-04-05,37,15
2023-04-06,44,10
2023-04-07,19,10
2023-04-08,22,8
2023-04-09,23,16
2023-04-10,29,15
2023-04-11,34,13
2023-04-12,32,18
2023-04-13,43,17
2023-04-14,61,7
2023-04-15,52,6
2023-04-16,31,12
2023-04-17,33,11
2023-04-18,25,9
2023-04-19,12,10
2023-04-20,20,9
2023-04-21,29,3
2023-04-22,35,3
2023-04-23,35,10
2023-04-24,26,9
2023-04-25,33,5
2023-04-26,26,13
2023-04-27,43,12
2023-04-28,45,3
2023-04-29,37,6
2023-04-30,27,8
2023-05-01,25,12
2023-05-02,27,12
2023-05-03,26,10
2023-05-04,17,9
2023-05-05,17,9
2023-05-06,19,5
2023-05-07,19,6
2023-05-08,24,9
2023-05-09,23,13
2023-05-10,28,13
2023-05-11,50,17
2023-05-12,41,8
2023-05-13,38,3
2023-05-14,24,11
2023-05-15,22,10
2023-05-16,34,8
2023-05-17,25,11
2023-05-18,17,9
2023-05-19,26,5
2023-05-20,39,4
2023-05-21,44,5
2023-05-22,40,8
2023-05-23,30,12
2023-05-24,26,6
2023-05-25,17,9
2023-05-26,22,7
2023-05-27,29,5
2023-05-28,33,4
2023-05-29,30,5
2023-05-30,29,7
2023-05-31,43,9
2023-06-01,63,15
2023-06-02,60,2
2023-06-03,36,2
2023-06-04,10,8
2023-06-05,13,8
2023-06-06,81,8
2023-06-07,60,9
2023-06-08,65,11
2023-06-09,48,10
2023-06-10,52,7
2023-06-11,47,10
2023-06-12,91,8
2023-06-13,60,9
2023-06-14,48,11
2023-06-15,40,10
2023-06-16,57,7
2023-06-17,45,3
2023-06-18,17,5
2023-06-19,16,6
2023-06-20,16,4
2023-06-21,16,4
2023-06-22,19,9
2023-06-23,27,3
2023-06-24,19,3
2023-06-25,29,7
2023-06-26,35,8
2023-06-27,37,8
2023-06-28,35,8
2023-06-29,51,13
2023-06-30,62,10
2023-07-01,95,6
2023-07-02,106,11
2023-07-03,37,9
2023-07-04,38,9
2023-07-05,48,9
2023-07-06,53,6
2023-07-07,35,5
2023-07-08,35,3
2023-07-09,27,8
2023-07-10,22,8
2023-07-11,36,11
2023-07-12,61,9
2023-07-13,59,9
2023-07-14,31,3
2023-07-15,38,2
2023-07-16,29,9
2023-07-17,81,8
2023-07-18,56,9
2023-07-19,65,6
2023-07-20,37,12
2023-07-21,50,9
2023-07-22,31,8
2023-07-23,36,8
2023-07-24,47,9
2023-07-25,42,9
2023-07-26,65,7
2023-07-27,50,7
2023-07-28,43,7
2023-07-29,41,5
2023-07-30,19,8
2023-07-31,23,7
2023-08-01,18,8
2023-08-02,16,8
2023-08-03,19,6
2023-08-04,33,12
2023-08-05,57,6
2023-08-06,47,9
2023-08-07,58,7
2023-08-08,32,5
2023-08-09,36,10
2023-08-10,54,7
2023-08-11,32,8
2023-08-12,33,3
2023-08-13,30,8
2023-08-14,17,11
2023-08-15,25,6
2023-08-16,18,6
2023-08-17,13,9
2023-08-18,17,4
2023-08-19,34,4
2023-08-20,58,11
2023-08-21,62,5
2023-08-22,34,6
2023-08-23,20,8
2023-08-24,23,5
2023-08-25,18,10
2023-08-26,32,5
2023-08-27,27,4
2023-08-28,24,7
2023-08-29,19,11
2023-08-30,18,6
2023-08-31,17,7
2023-09-01,16,5
2023-09-02,24,8
2023-09-03,33,18
2023-09-04,57,12
2023-09-05,63,11
2023-09-06,79,10
2023-09-07,59,10
2023-09-08,56,7
2023-09-09,49,9
2023-09-10,38,8
2023-09-11,23,10
2023-09-12,17,9
2023-09-13,29,9
2023-09-14,21,5
2023-09-15,16,3
2023-09-16,21,4
2023-09-17,26,12
2023-09-18,25,5
2023-09-19,15,8
2023-09-20,21,12
2023-09-21,25,7
2023-09-22,26,7
2023-09-23,17,7
2023-09-24,25,14
2023-09-25,42,17
2023-09-26,43,13
2023-09-27,28,10
2023-09-28,36,16
2023-09-29,56,8
2023-09-30,67,12
2023-10-01,94,11
2023-10-02,50,16
2023-10-03,41,15
2023-10-04,55,13
2023-10-05,50,9
2023-10-06,29,7
2023-10-07,37,3
2023-10-08,11,8
2023-10-09,15,16
2023-10-10,25,15
2023-10-11,31,16
2023-10-12,27,8
2023-10-13,14,8
2023-10-14,20,6
2023-10-15,17,9
2023-10-16,13,8
2023-10-17,15,13
2023-10-18,22,9
2023-10-19,16,11
2023-10-20,17,12
2023-10-21,15,4
2023-10-22,6,7
2023-10-23,8,13
2023-10-24,18,15
2023-10-25,27,22
2023-10-26,41,20
2023-10-27,51,13
2023-10-28,35,7
2023-10-30,11,11
2023-10-31,10,10
2023-11-01,14,12
2023-11-02,18,15
2023-11-03,22,16
2023-11-04,29,16
2023-11-05,33,18
2023-11-06,48,11
2023-11-07,25,12
2023-11-08,41,10
2023-11-09,9,16
2023-11-10,23,14
2023-11-11,24,9
2023-11-12,16,12
2023-11-13,23,17
2023-11-14,27,15
2023-11-15,28,14
2023-11-16,24,20
2023-11-17,46,17
2023-11-18,42,10
2023-11-19,17,10
2023-11-20,17,11
2023-11-21,14,13
2023-11-22,19,8
2023-11-23,15,7
2023-11-24,11,8
2023-11-25,20,14
2023-11-26,18,14
2023-11-27,28,8
2023-11-28,14,9
2023-11-29,16,12
2023-11-30,12,28
2023-12-01,33,
